ID,Name,Artists,Streams,S.Week,BB.Week
4658,Space Cadet,Metro Boomin,3083917,2019-03-08,2019-03-09
4659,High Hopes,Panic! At The Disco,3069558,2019-03-08,2019-03-09
4660,Bohemian Rhapsody - Remastered 2011,Queen,3040109,2019-03-08,2019-03-09
4661,Last Hurrah,Bebe Rexha,2963778,2019-03-08,2019-03-09
4662,Let Me Down Slowly,Alec Benjamin,2935712,2019-03-08,2019-03-09
4663,Who Do You Love,The Chainsmokers,2929277,2019-03-08,2019-03-09
4664,rockstar,Post Malone,2927721,2019-03-08,2019-03-09
4665,Pure Cocaine,Lil Baby,2904391,2019-03-08,2019-03-09
4666,Jocelyn Flores,XXXTENTACION,2890238,2019-03-08,2019-03-09
4667,Startender,A Boogie Wit da Hoodie,2886263,2019-03-08,2019-03-09
4668,Faucet Failure,Ski Mask The Slump God,2877917,2019-03-08,2019-03-09
4669,MIA,Bad Bunny,2869577,2019-03-08,2019-03-09
4670,Sweet but Psycho,Ava Max,2858177,2019-03-08,2019-03-09
4671,Fake Smile,Ariana Grande,2833688,2019-03-08,2019-03-09
4672,Con Calma,Daddy Yankee,2829934,2019-03-08,2019-03-09
4673,Calling My Spirit,Kodak Black,2818520,2019-03-08,2019-03-09
4674,Taste,Tyga,2743732,2019-03-08,2019-03-09
4675,Nonstop,Drake,2735034,2019-03-08,2019-03-09
4676,All Girls Are The Same,Juice WRLD,2711728,2019-03-08,2019-03-09
4677,I Like It,Cardi B,2685307,2019-03-08,2019-03-09
4678,Almeda,Solange,2663610,2019-03-08,2019-03-09
4679,Almost (Sweet Music),Hozier,2658583,2019-03-08,2019-03-09
4680,Be Alright,Dean Lewis,2631099,2019-03-08,2019-03-09
4681,I Fall Apart,Post Malone,2626496,2019-03-08,2019-03-09
4682,Noticed,Lil Mosey,2610909,2019-03-08,2019-03-09
4683,Yes Indeed,Lil Baby,2606963,2019-03-08,2019-03-09
4684,Old Town Road,Lil Nas X,2590255,2019-03-08,2019-03-09
4686,Ric Flair Drip (& Metro Boomin),Offset,2545723,2019-03-08,2019-03-09
4687,Psycho,Post Malone,2536131,2019-03-08,2019-03-09
4688,idontwannabeyouanymore,Billie Eilish,2498560,2019-03-08,2019-03-09
4689,Ghostin,Ariana Grande,2493476,2019-03-08,2019-03-09
4690,Taki Taki,"DJ Snake, Selena Gomez, Ozuna, Cardi B",2442094,2019-03-08,2019-03-09
4691,Fuck Love,XXXTENTACION,2437210,2019-03-08,2019-03-09
4692,Momma I Hit A Lick,2 Chainz,2427750,2019-03-08,2019-03-09
4693,Nuketown,Ski Mask The Slump God,2416140,2019-03-08,2019-03-09
4694,Youngblood,5 Seconds of Summer,2392988,2019-03-08,2019-03-09
4695,Don't Call Me Up,Mabel,2343906,2019-03-08,2019-03-09
4696,Keanu Reeves,Logic,2333745,2019-03-08,2019-03-09
4697,Roses,"benny blanco, Juice WRLD",2331580,2019-03-08,2019-03-09
4698,Secreto,Anuel AA,2317922,2019-03-08,2019-03-09
4699,11 Minutes,"YUNGBLUD, Halsey",2305087,2019-03-08,2019-03-09
4700,Don't Stop Me Now - Remastered,Queen,2299092,2019-03-08,2019-03-09
4701,Nowadays Pt. 2,Lil Skies,2295040,2019-03-08,2019-03-09
4702,Look Alive,BlocBoy JB,2277046,2019-03-08,2019-03-09
4703,Best Part,H.E.R.,2273606,2019-03-08,2019-03-09
4704,God's Plan,Drake,2255240,2019-03-08,2019-03-09
4705,Bleed It,Blueface,2245981,2019-03-08,2019-03-09
4706,In My Head,Ariana Grande,2229800,2019-03-08,2019-03-09
4707,10 Freaky Girls,"Metro Boomin, 21 Savage",2212113,2019-03-08,2019-03-09
4708,Fine China,Future,2211329,2019-03-08,2019-03-09
4709,changes,XXXTENTACION,2211106,2019-03-08,2019-03-09
4710,Burnin' Up,Jonas Brothers,2203498,2019-03-08,2019-03-09
4711,Close To Me,"Ellie Goulding, Diplo",2198407,2019-03-08,2019-03-09
4712,Lean Wit Me,Juice WRLD,2190192,2019-03-08,2019-03-09
4713,YOSEMITE,Travis Scott,2170635,2019-03-08,2019-03-09
4714,I Like Me Better,Lauv,2170246,2019-03-08,2019-03-09
4715,Baila Baila Baila,Ozuna,2161582,2019-03-08,2019-03-09
4716,Look What God Gave Her,Thomas Rhett,2125097,2019-03-08,2019-03-09
4717,bellyache,Billie Eilish,2112280,2019-03-08,2019-03-09
4718,XO TOUR Llif3,Lil Uzi Vert,2112033,2019-03-08,2019-03-09
4719,ocean eyes,Billie Eilish,2109074,2019-03-08,2019-03-09
4720,SLOW DANCING IN THE DARK,Joji,2107735,2019-03-08,2019-03-09
4721,Congratulations,Post Malone,2081564,2019-03-08,2019-03-09
4722,Stop The Madness,Lil Skies,2077416,2019-03-08,2019-03-09
4723,Speed It Up,Gunna,2072665,2019-03-08,2019-03-09
4724,No Stylist,French Montana,2053123,2019-03-08,2019-03-09
4725,This Feeling,The Chainsmokers,2041308,2019-03-08,2019-03-09
4726,Beautiful Crazy,Luke Combs,2040192,2019-03-08,2019-03-09
4727,Beautiful,Bazzi,2036880,2019-03-08,2019-03-09
4728,No Role Modelz,J. Cole,2025033,2019-03-08,2019-03-09
4729,High Top Versace,2 Chainz,2017337,2019-03-08,2019-03-09
4730,goosebumps,Travis Scott,2005148,2019-03-08,2019-03-09
4731,Meant to Be,Bebe Rexha,1992514,2019-03-08,2019-03-09
4732,whoa (mind in awe),XXXTENTACION,1989915,2019-03-08,2019-03-09
4733,Tequila,Dan + Shay,1986528,2019-03-08,2019-03-09
4734,No Tears Left To Cry,Ariana Grande,1981046,2019-03-08,2019-03-09
4735,Breathe,Lil Skies,1979194,2019-03-08,2019-03-09
4736,BAD!,XXXTENTACION,1976317,2019-03-08,2019-03-09
4737,Flooded,Lil Skies,1923839,2019-03-08,2019-03-09
4738,Girls Like You,Maroon 5,1905410,2019-03-08,2019-03-09
4739,Make Up,Ariana Grande,1895747,2019-03-08,2019-03-09
4740,Young Dumb & Broke,Khalid,1884237,2019-03-08,2019-03-09
4741,Name in the Sand,Lil Skies,1882756,2019-03-08,2019-03-09
4742,Hide,Juice WRLD,1875060,2019-03-08,2019-03-09
4743,4 Phones,Rich The Kid,1872298,2019-03-08,2019-03-09
4744,Another One Bites The Dust - Remastered 2011,Queen,1871531,2019-03-08,2019-03-09
4745,KIKA,6ix9ine,1869943,2019-03-08,2019-03-09
4746,FEFE,6ix9ine,1861984,2019-03-08,2019-03-09
4747,Speechless,Dan + Shay,1850883,2019-03-08,2019-03-09
4748,Everybody Dies In Their Nightmares,XXXTENTACION,1846933,2019-03-08,2019-03-09
4749,HUMBLE.,Kendrick Lamar,1836579,2019-03-08,2019-03-09
4750,Always Remember Us This Way,Lady Gaga,1833098,2019-03-08,2019-03-09
4751,Project Dreams,Marshmello,1828853,2019-03-08,2019-03-09
4752,In My Feelings,Drake,1822783,2019-03-08,2019-03-09
4753,Falling Down - Bonus Track,Lil Peep,1820694,2019-03-08,2019-03-09
4754,Sauce!,XXXTENTACION,1809024,2019-03-08,2019-03-09
4755,West Coast,G-Eazy,1808788,2019-03-08,2019-03-09
4756,Calma - Remix,Pedro Capó,1804262,2019-03-08,2019-03-09
4757,Blue Strips,Lil Skies,1801376,2019-03-08,2019-03-09
4758,Location,Khalid,1800369,2019-03-08,2019-03-09
4759,Nice For What,Drake,1795800,2019-03-08,2019-03-09
4760,"Never Recover (Lil Baby & Gunna, Drake)",Lil Baby,1793363,2019-03-08,2019-03-09
4761,BIG BANK,YG,1790257,2019-03-08,2019-03-09
4762,Arms Around You,XXXTENTACION,1788133,2019-03-08,2019-03-09
4763,Mine,Bazzi,1784798,2019-03-08,2019-03-09
4764,Lost In Japan,Shawn Mendes,1780575,2019-03-08,2019-03-09
4765,Demons and Angels,A Boogie Wit da Hoodie,1776185,2019-03-08,2019-03-09
4766,Kamikaze,Lil Mosey,1773878,2019-03-08,2019-03-09
4767,Topanga,Trippie Redd,1766425,2019-03-08,2019-03-09
4768,Love Lies,"Khalid, Normani",1763199,2019-03-08,2019-03-09
4769,Be Like Me,Lil Pump,1760158,2019-03-08,2019-03-09
4770,Lust,Lil Skies,1759557,2019-03-08,2019-03-09
4771,TAlk tO Me,"Tory Lanez, Rich The Kid",1753274,2019-03-08,2019-03-09
4772,First Off,Future,1744340,2019-03-08,2019-03-09
4773,Worth It,YK Osiris,1735770,2019-03-08,2019-03-09
4774,monster,21 Savage,1735511,2019-03-08,2019-03-09
4775,Wasted,Juice WRLD,1719742,2019-03-08,2019-03-09
4776,Nowadays,Lil Skies,1709142,2019-03-08,2019-03-09
4777,Pimpin Ain't Eazy,Kodak Black,1708979,2019-03-08,2019-03-09
4778,The Middle,Zedd,1706934,2019-03-08,2019-03-09
4779,1400 / 999 Freestyle,Trippie Redd,1704725,2019-03-08,2019-03-09
4780,Plug Walk,Rich The Kid,1695807,2019-03-08,2019-03-09
4781,Candy Paint,Post Malone,1692593,2019-03-08,2019-03-09
4782,Slime Belief,YoungBoy Never Broke Again,1691643,2019-03-08,2019-03-09
4783,Act Up,City Girls,1676709,2019-03-08,2019-03-09
4784,Lucky You,Eminem,1672310,2019-03-08,2019-03-09
4785,Walk,Comethazine,1666559,2019-03-08,2019-03-09
4786,Walk Me Home,P!nk,1662642,2019-03-08,2019-03-09
4787,Close Friends (Lil Baby & Gunna),Lil Baby,1658423,2019-03-08,2019-03-09
4788,CAN'T SAY,Travis Scott,1632944,2019-03-08,2019-03-09
4789,How Did I Get Here,Offset,1624494,2019-03-08,2019-03-09
4790,Stay Flo,Solange,1619892,2019-03-08,2019-03-09
4791,Twerk,City Girls,1616466,2019-03-08,2019-03-09
4792,Giant,"Calvin Harris, Rag'n'Bone Man",1616250,2019-03-08,2019-03-09
4793,Say You Won't Let Go,James Arthur,1608352,2019-03-08,2019-03-09
4794,Look At Me!,XXXTENTACION,1605800,2019-03-08,2019-03-09
4795,Ok 4 Now,Lil Skies,1604843,2019-03-08,2019-03-09
4796,Trip,Ella Mai,1601397,2019-03-08,2019-03-09
4797,Year 3000,Jonas Brothers,1598665,2019-03-08,2019-03-09
4798,Black & White,Juice WRLD,1597079,2019-03-08,2019-03-09
5999,7 Rings,Ariana Grande,28151388,2019-01-25,2019-01-26
6000,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,14112359,2019-01-25,2019-01-26
6001,Wow.,Post Malone,12586391,2019-01-25,2019-01-26
6002,Going Bad,Meek Mill,9327727,2019-01-25,2019-01-26
6003,Without Me,Halsey,8732575,2019-01-25,2019-01-26
6004,Drip Too Hard (Lil Baby & Gunna),Lil Baby,8541979,2019-01-25,2019-01-26
6005,"Thank U, Next",Ariana Grande,8058684,2019-01-25,2019-01-26
6006,SICKO MODE,Travis Scott,7924476,2019-01-25,2019-01-26
6007,ZEZE,Kodak Black,7359730,2019-01-25,2019-01-26
6008,Look Back At It,A Boogie Wit da Hoodie,7165551,2019-01-25,2019-01-26
6009,Mo Bamba,Sheck Wes,7151784,2019-01-25,2019-01-26
6010,Dancing With A Stranger,"Sam Smith, Normani",6882798,2019-01-25,2019-01-26
6011,Keanu Reeves,Logic,6373591,2019-01-25,2019-01-26
6012,Saturday Nights,Khalid,5932041,2019-01-25,2019-01-26
6013,Leave Me Alone,Flipp Dinero,5882310,2019-01-25,2019-01-26
6014,a lot,21 Savage,5702886,2019-01-25,2019-01-26
6015,First Off,Future,5581232,2019-01-25,2019-01-26
6016,Wake Up in the Sky,Gucci Mane,5548744,2019-01-25,2019-01-26
6017,Lost in the Fire,Gesaffelstein,5472797,2019-01-25,2019-01-26
6018,Crushed Up,Future,5274457,2019-01-25,2019-01-26
6019,High Hopes,Panic! At The Disco,5077745,2019-01-25,2019-01-26
6020,Lucid Dreams,Juice WRLD,5069025,2019-01-25,2019-01-26
6021,SAD!,XXXTENTACION,5030205,2019-01-25,2019-01-26
6022,Money,Cardi B,4886934,2019-01-25,2019-01-26
6023,Startender,A Boogie Wit da Hoodie,4744151,2019-01-25,2019-01-26
6024,Happier,Marshmello,4673049,2019-01-25,2019-01-26
6025,Better Now,Post Malone,4671078,2019-01-25,2019-01-26
6026,MIDDLE CHILD,J. Cole,4461198,2019-01-25,2019-01-26
6027,Eastside,"benny blanco, Halsey, Khalid, Halsey, Khalid",4399059,2019-01-25,2019-01-26
6028,Moonlight,XXXTENTACION,4276293,2019-01-25,2019-01-26
6029,Armed And Dangerous,Juice WRLD,4247423,2019-01-25,2019-01-26
6030,Better,Khalid,4173942,2019-01-25,2019-01-26
6031,whoa (mind in awe),XXXTENTACION,4154352,2019-01-25,2019-01-26
6032,when the party's over,Billie Eilish,4121458,2019-01-25,2019-01-26
6033,MIA,Bad Bunny,4022057,2019-01-25,2019-01-26
6034,Imagine,Ariana Grande,3944375,2019-01-25,2019-01-26
6035,monster,21 Savage,3879061,2019-01-25,2019-01-26
6036,Splashin,Rich The Kid,3798398,2019-01-25,2019-01-26
6037,Space Cadet,Metro Boomin,3777922,2019-01-25,2019-01-26
6038,Taste,Tyga,3726054,2019-01-25,2019-01-26
6039,Nonstop,Drake,3708181,2019-01-25,2019-01-26
6040,YOSEMITE,Travis Scott,3617698,2019-01-25,2019-01-26
6041,Fine China,Future,3570460,2019-01-25,2019-01-26
6042,Jocelyn Flores,XXXTENTACION,3551525,2019-01-25,2019-01-26
6043,Swervin,A Boogie Wit da Hoodie,3549352,2019-01-25,2019-01-26
6044,lovely,Billie Eilish,3515025,2019-01-25,2019-01-26
6045,Close To Me,"Ellie Goulding, Diplo",3481114,2019-01-25,2019-01-26
6046,Nuketown,Ski Mask The Slump God,3472478,2019-01-25,2019-01-26
6047,Calling My Spirit,Kodak Black,3445688,2019-01-25,2019-01-26
6048,rockstar,Post Malone,3356746,2019-01-25,2019-01-26
6049,Nights Like This,Kehlani,3323063,2019-01-25,2019-01-26
6050,Butterfly Doors,Lil Pump,3315428,2019-01-25,2019-01-26
6051,Taki Taki,"DJ Snake, Selena Gomez, Ozuna, Cardi B",3211928,2019-01-25,2019-01-26
6052,Roses,"benny blanco, Juice WRLD",3186646,2019-01-25,2019-01-26
6053,BAD!,XXXTENTACION,3175208,2019-01-25,2019-01-26
6054,Sweet but Psycho,Ava Max,3155206,2019-01-25,2019-01-26
6055,Arms Around You,XXXTENTACION,3144997,2019-01-25,2019-01-26
6056,Hope,The Chainsmokers,3120816,2019-01-25,2019-01-26
6057,Noticed,Lil Mosey,3077380,2019-01-25,2019-01-26
6058,Yes Indeed,Lil Baby,3028978,2019-01-25,2019-01-26
6059,Giant,"Calvin Harris, Rag'n'Bone Man",3023896,2019-01-25,2019-01-26
6060,I Like It,Cardi B,3017004,2019-01-25,2019-01-26
6061,Shallow,Lady Gaga,2994961,2019-01-25,2019-01-26
6062,Jumpin on a Jet,Future,2993877,2019-01-25,2019-01-26
6063,Demons and Angels,A Boogie Wit da Hoodie,2969095,2019-01-25,2019-01-26
6064,I Fall Apart,Post Malone,2948728,2019-01-25,2019-01-26
6065,Psycho,Post Malone,2923747,2019-01-25,2019-01-26
6066,KIKA,6ix9ine,2923684,2019-01-25,2019-01-26
6067,Fuck Love,XXXTENTACION,2919579,2019-01-25,2019-01-26
6068,Breathin,Ariana Grande,2887809,2019-01-25,2019-01-26
6069,Pure Cocaine,Lil Baby,2859195,2019-01-25,2019-01-26
6070,idontwannabeyouanymore,Billie Eilish,2856137,2019-01-25,2019-01-26
6071,No Stylist,French Montana,2814154,2019-01-25,2019-01-26
6072,No Tears Left To Cry,Ariana Grande,2797678,2019-01-25,2019-01-26
6073,"Never Recover (Lil Baby & Gunna, Drake)",Lil Baby,2777551,2019-01-25,2019-01-26
6074,God's Plan,Drake,2742116,2019-01-25,2019-01-26
6075,Envy Me,Calboy,2739336,2019-01-25,2019-01-26
6076,Beautiful,Bazzi,2732286,2019-01-25,2019-01-26
6077,FEFE,6ix9ine,2711192,2019-01-25,2019-01-26
6078,Topanga,Trippie Redd,2679172,2019-01-25,2019-01-26
6079,10 Freaky Girls,"Metro Boomin, 21 Savage",2677537,2019-01-25,2019-01-26
6080,Youngblood,5 Seconds of Summer,2674784,2019-01-25,2019-01-26
6081,All Girls Are The Same,Juice WRLD,2618421,2019-01-25,2019-01-26
6082,changes,XXXTENTACION,2608577,2019-01-25,2019-01-26
6083,Best Part,H.E.R.,2587411,2019-01-25,2019-01-26
6084,Thotiana,Blueface,2584281,2019-01-25,2019-01-26
6085,Look Alive,BlocBoy JB,2560558,2019-01-25,2019-01-26
6086,Ric Flair Drip (& Metro Boomin),Offset,2518590,2019-01-25,2019-01-26
6087,Be Alright,Dean Lewis,2484506,2019-01-25,2019-01-26
6088,Pure Water,"Mustard, Migos",2457233,2019-01-25,2019-01-26
6089,Mile High,James Blake,2454543,2019-01-25,2019-01-26
6090,Faucet Failure,Ski Mask The Slump God,2419902,2019-01-25,2019-01-26
6091,In My Feelings,Drake,2409118,2019-01-25,2019-01-26
6092,Falling Down - Bonus Track,Lil Peep,2401891,2019-01-25,2019-01-26
6093,1400 / 999 Freestyle,Trippie Redd,2367218,2019-01-25,2019-01-26
6094,Secreto,Anuel AA,2365009,2019-01-25,2019-01-26
6095,Mixed Personalities,YNW Melly,2342997,2019-01-25,2019-01-26
6096,Murder On My Mind,YNW Melly,2335818,2019-01-25,2019-01-26
6097,Lean Wit Me,Juice WRLD,2322779,2019-01-25,2019-01-26
6098,Nothing Breaks Like a Heart,Mark Ronson,2318664,2019-01-25,2019-01-26
6099,God Is A Woman,Ariana Grande,2310062,2019-01-25,2019-01-26
6100,XO TOUR Llif3,Lil Uzi Vert,2289184,2019-01-25,2019-01-26
6101,BIG BANK,YG,2267372,2019-01-25,2019-01-26
6102,Congratulations,Post Malone,2263502,2019-01-25,2019-01-26
6103,Love Lies,"Khalid, Normani",2253038,2019-01-25,2019-01-26
6104,all my friends,21 Savage,2249440,2019-01-25,2019-01-26
6105,Meant to Be,Bebe Rexha,2246684,2019-01-25,2019-01-26
6106,Trampoline,SHAED,2246364,2019-01-25,2019-01-26
6107,Speechless,Dan + Shay,2246198,2019-01-25,2019-01-26
6108,I Like Me Better,Lauv,2244778,2019-01-25,2019-01-26
6109,Everybody Dies In Their Nightmares,XXXTENTACION,2241261,2019-01-25,2019-01-26
6110,Trip,Ella Mai,2226095,2019-01-25,2019-01-26
6111,Bohemian Rhapsody - Remastered 2011,Queen,2213536,2019-01-25,2019-01-26
6112,Calma - Remix,Pedro Capó,2196241,2019-01-25,2019-01-26
6113,Never Stop,Future,2196031,2019-01-25,2019-01-26
6114,Solo de Mi,Bad Bunny,2153997,2019-01-25,2019-01-26
6115,F&N,Future,2145173,2019-01-25,2019-01-26
6116,Girls Like You,Maroon 5,2133889,2019-01-25,2019-01-26
6117,Promise U That,Future,2111978,2019-01-25,2019-01-26
6118,Hide,Juice WRLD,2105262,2019-01-25,2019-01-26
6119,Ruin My Life,Zara Larsson,2082516,2019-01-25,2019-01-26
6120,Rocket Ship,Future,2080200,2019-01-25,2019-01-26
6121,Lie To Me,5 Seconds of Summer,2077585,2019-01-25,2019-01-26
6122,Let Me Down Slowly,Alec Benjamin,2057194,2019-01-25,2019-01-26
6123,This Feeling,The Chainsmokers,2036582,2019-01-25,2019-01-26
6124,Nice For What,Drake,2028465,2019-01-25,2019-01-26
6125,Undecided,Chris Brown,2027474,2019-01-25,2019-01-26
6126,ocean eyes,Billie Eilish,2027288,2019-01-25,2019-01-26
6127,Temptation,Future,2022943,2019-01-25,2019-01-26
6128,goosebumps,Travis Scott,2019336,2019-01-25,2019-01-26
6129,Project Dreams,Marshmello,2015088,2019-01-25,2019-01-26
6130,Kamikaze,Lil Mosey,1988396,2019-01-25,2019-01-26
6131,New Patek,Lil Uzi Vert,1983226,2019-01-25,2019-01-26
6132,Natural,Imagine Dragons,1981532,2019-01-25,2019-01-26
6133,bellyache,Billie Eilish,1974670,2019-01-25,2019-01-26
6134,Bleed It,Blueface,1973724,2019-01-25,2019-01-26
6135,STARGAZING,Travis Scott,1968805,2019-01-25,2019-01-26
6136,Walk,Comethazine,1960194,2019-01-25,2019-01-26
6137,Tequila,Dan + Shay,1952926,2019-01-25,2019-01-26
6138,Mine,Bazzi,1946234,2019-01-25,2019-01-26
6139,Young Dumb & Broke,Khalid,1929225,2019-01-25,2019-01-26
6140,I Love It (& Lil Pump),Kanye West,1927225,2019-01-25,2019-01-26
6141,Plug Walk,Rich The Kid,1923492,2019-01-25,2019-01-26
6142,HUMBLE.,Kendrick Lamar,1918367,2019-01-25,2019-01-26
6143,Candy Paint,Post Malone,1902086,2019-01-25,2019-01-26
6144,Lucky You,Eminem,1886344,2019-01-25,2019-01-26
6145,Look At Me!,XXXTENTACION,1854084,2019-01-25,2019-01-26
6146,Lust,Lil Skies,1840080,2019-01-25,2019-01-26
6147,SLOW DANCING IN THE DARK,Joji,1830877,2019-01-25,2019-01-26
6148,Without Me,"Halsey, Juice WRLD",1821283,2019-01-25,2019-01-26
6149,The Middle,Zedd,1817833,2019-01-25,2019-01-26
6150,Faceshot,Future,1811579,2019-01-25,2019-01-26
6151,Hope,XXXTENTACION,1799146,2019-01-25,2019-01-26
6152,MoshPit,Kodak Black,1794939,2019-01-25,2019-01-26
6153,Call the Coroner,Future,1793137,2019-01-25,2019-01-26
6154,Location,Khalid,1793114,2019-01-25,2019-01-26
6155,can't leave without it,21 Savage,1770071,2019-01-25,2019-01-26
6156,Wasted,Juice WRLD,1753766,2019-01-25,2019-01-26
6157,Unicorn Purp,Future,1748279,2019-01-25,2019-01-26
6158,Real Ties,Lil Skies,1747924,2019-01-25,2019-01-26
6159,Uproar,Lil Wayne,1743627,2019-01-25,2019-01-26
6160,All The Stars,"Kendrick Lamar, SZA",1732799,2019-01-25,2019-01-26
6161,Thunder,Imagine Dragons,1730774,2019-01-25,2019-01-26
6162,Nowadays,Lil Skies,1721772,2019-01-25,2019-01-26
6163,Praise The Lord (Da Shine),A$AP Rocky,1716677,2019-01-25,2019-01-26
6164,Don't Come Out The House,"Metro Boomin, 21 Savage",1704839,2019-01-25,2019-01-26
6165,Familia,"Nicki Minaj, Anuel Aa",1702300,2019-01-25,2019-01-26
6166,Twerk,City Girls,1701934,2019-01-25,2019-01-26
6167,REEL IT IN,Aminé,1690118,2019-01-25,2019-01-26
6168,Bad Liar,Imagine Dragons,1669430,2019-01-25,2019-01-26
6169,NI BIEN NI MAL,Bad Bunny,1668384,2019-01-25,2019-01-26
6170,TAlk tO Me,"Tory Lanez, Rich The Kid",1668336,2019-01-25,2019-01-26
6171,Stick to the Models,Future,1667402,2019-01-25,2019-01-26
6172,OTW,Khalid,1666083,2019-01-25,2019-01-26
6173,I'm a Mess,Bebe Rexha,1662925,2019-01-25,2019-01-26
6174,the remedy for a broken heart (why am I so in love),XXXTENTACION,1654308,2019-01-25,2019-01-26
6175,Say You Won't Let Go,James Arthur,1653881,2019-01-25,2019-01-26
6176,Body,Loud Luxury,1650029,2019-01-25,2019-01-26
6177,Te Boté - Remix,Nio Garcia,1635507,2019-01-25,2019-01-26
6178,Call Out My Name,The Weeknd,1625655,2019-01-25,2019-01-26
6179,MAMA,6ix9ine,1625340,2019-01-25,2019-01-26
6180,Let You Down,NF,1622645,2019-01-25,2019-01-26
6181,WHEN I WAS OLDER - Music Inspired By The Film ROMA,Billie Eilish,1614618,2019-01-25,2019-01-26
6182,Believer,Imagine Dragons,1611179,2019-01-25,2019-01-26
6183,Let Me Go,"Hailee Steinfeld, Alesso, Florida Georgia Line, watt",1602811,2019-01-25,2019-01-26
6184,Black & White,Juice WRLD,1588175,2019-01-25,2019-01-26
6185,Beautiful Crazy,Luke Combs,1586060,2019-01-25,2019-01-26
6186,No Role Modelz,J. Cole,1585971,2019-01-25,2019-01-26
6187,Legends,Juice WRLD,1585260,2019-01-25,2019-01-26
6188,Foot Fungus,Ski Mask The Slump God,1578416,2019-01-25,2019-01-26
6189,Roll In Peace,Kodak Black,1575674,2019-01-25,2019-01-26
6190,BUTTERFLY EFFECT,Travis Scott,1559111,2019-01-25,2019-01-26
6191,Talk Shit Like a Preacher,Future,1555945,2019-01-25,2019-01-26
6192,Taking A Walk,Trippie Redd,1555243,2019-01-25,2019-01-26
6193,The Way Life Goes,Lil Uzi Vert,1553945,2019-01-25,2019-01-26
6194,"Fire On Fire - From ""Watership Down""",Sam Smith,1544764,2019-01-25,2019-01-26
6195,Don't Stop Me Now - Remastered,Queen,1541482,2019-01-25,2019-01-26
6196,1-800-273-8255,Logic,1538427,2019-01-25,2019-01-26
6197,Close Friends (Lil Baby & Gunna),Lil Baby,1537438,2019-01-25,2019-01-26
6198,WORKIN ME,Quavo,1532293,2019-01-25,2019-01-26
6199,MIDDLE CHILD,J. Cole,9705724,2019-03-22,2019-03-23
6200,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,9244330,2019-03-22,2019-03-23
6201,7 Rings,Ariana Grande,8940035,2019-03-22,2019-03-23
6202,Sucker,Jonas Brothers,8659677,2019-03-22,2019-03-23
6203,Murder On My Mind,YNW Melly,8543504,2019-03-22,2019-03-23
6204,Wow.,Post Malone,7921548,2019-03-22,2019-03-23
6205,Going Bad,Meek Mill,7404839,2019-03-22,2019-03-23
6206,Robbery,Juice WRLD,7383551,2019-03-22,2019-03-23
6207,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,7333906,2019-03-22,2019-03-23
6208,Swervin,A Boogie Wit da Hoodie,6546618,2019-03-22,2019-03-23
6209,Old Town Road,Lil Nas X,6333465,2019-03-22,2019-03-23
6210,a lot,21 Savage,5785643,2019-03-22,2019-03-23
6211,Thotiana,Blueface,5784471,2019-03-22,2019-03-23
6212,Mixed Personalities,YNW Melly,5783116,2019-03-22,2019-03-23
6213,Pure Water,"Mustard, Migos",5632148,2019-03-22,2019-03-23
6214,Drip Too Hard (Lil Baby & Gunna),Lil Baby,5349686,2019-03-22,2019-03-23
6215,Fast,Juice WRLD,5301736,2019-03-22,2019-03-23
6216,Here With Me,Marshmello,5228862,2019-03-22,2019-03-23
6217,Talk,Khalid,5092080,2019-03-22,2019-03-23
6218,SICKO MODE,Travis Scott,5051132,2019-03-22,2019-03-23
6219,"Thank U, Next",Ariana Grande,5047173,2019-03-22,2019-03-23
6220,Without Me,Halsey,4850959,2019-03-22,2019-03-23
6221,Numb Numb Juice,ScHoolboy Q,4806388,2019-03-22,2019-03-23
6222,ZEZE,Kodak Black,4708427,2019-03-22,2019-03-23
6223,Look Back At It,A Boogie Wit da Hoodie,4667942,2019-03-22,2019-03-23
6224,Please Me,Cardi B,4667893,2019-03-22,2019-03-23
6225,My Bad,Khalid,4666000,2019-03-22,2019-03-23
6226,Happier,Marshmello,4616564,2019-03-22,2019-03-23
6227,wish you were gay,Billie Eilish,4613386,2019-03-22,2019-03-23
6228,bury a friend,Billie Eilish,4256428,2019-03-22,2019-03-23
6229,Dancing With A Stranger,"Sam Smith, Normani",4241184,2019-03-22,2019-03-23
6230,Shallow,Lady Gaga,4175330,2019-03-22,2019-03-23
6231,i,Lil Skies,4160893,2019-03-22,2019-03-23
6232,Lucid Dreams,Juice WRLD,4123357,2019-03-22,2019-03-23
6233,Hear Me Calling,Juice WRLD,4031772,2019-03-22,2019-03-23
6234,Mo Bamba,Sheck Wes,3985990,2019-03-22,2019-03-23
6235,Better,Khalid,3945675,2019-03-22,2019-03-23
6236,Envy Me,Calboy,3933115,2019-03-22,2019-03-23
6237,Faucet Failure,Ski Mask The Slump God,3784230,2019-03-22,2019-03-23
6238,Eastside,"benny blanco, Halsey, Khalid, Halsey, Khalid",3780785,2019-03-22,2019-03-23
6239,Empty,Juice WRLD,3775413,2019-03-22,2019-03-23
6240,Better Now,Post Malone,3681339,2019-03-22,2019-03-23
6241,i'm so tired...,Lauv,3672625,2019-03-22,2019-03-23
